"step","time(sec)","fundamental","waveform","sawtooth","square","random"
1826,0.0414059,0.727809,1.22985,0.125,1,0.882659
1827,0.0414286,0.748991,1.23917,0.13,1,0.709309
1828,0.0414512,0.769433,1.23707,0.135,1,0.609425
1829,0.0414739,0.789115,1.22289,0.14,1,0.879119
1830,0.0414966,0.808019,1.19724,0.145,1,0.468606
1831,0.0415193,0.826126,1.16186,0.15,1,0.518377
1832,0.041542,0.843417,1.11937,0.155,1,0.704419
1833,0.0415646,0.859876,1.07298,0.16,1,0.0694129
1834,0.0415873,0.875487,1.02612,0.165,1,0.871131
1835,0.04161,0.890233,0.982061,0.17,1,0.0966811
1836,0.0416327,0.904101,0.943649,0.175,1,0.190919
1837,0.0416553,0.917077,0.912983,0.18,1,0.109184
1838,0.041678,0.929148,0.891266,0.185,1,0.475629
1839,0.0417007,0.940302,0.878719,0.19,1,0.411691
1840,0.0417234,0.950528,0.874599,0.195,1,0.251788
1841,0.041746,0.959816,0.877325,0.2,1,0.00722824
1842,0.0417687,0.968157,0.884668,0.205,1,0.522735
1843,0.0417914,0.975543,0.894011,0.21,1,0.110717
1844,0.0418141,0.981966,0.902634,0.215,1,0.743205
1845,0.0418367,0.987419,0.907995,0.22,1,0.335499
1846,0.0418594,0.991899,0.90799,0.225,1,0.794055
1847,0.0418821,0.995399,0.901149,0.23,1,0.644714
1848,0.0419048,0.997918,0.886771,0.235,1,0.974175
1849,0.0419274,0.999451,0.864969,0.24,1,0.575808
1850,0.0419501,0.999999,0.836627,0.245,1,0.30285
1851,0.0419728,0.999559,0.803291,0.25,1,0.716574
1852,0.0419955,0.998133,0.766979,0.255,1,0.559705
1853,0.0420181,0.995722,0.729965,0.26,1,0.112644
1854,0.0420408,0.992329,0.694529,0.265,1,0.398654
1855,0.0420635,0.987956,0.662718,0.27,1,0.124743
1856,0.0420862,0.982608,0.636146,0.275,1,0.921296
1857,0.0421088,0.976291,0.61583,0.28,1,0.43668
1858,0.0421315,0.96901,0.602099,0.285,1,0.817495
1859,0.0421542,0.960773,0.594584,0.29,1,0.333592
1860,0.0421769,0.951588,0.592265,0.295,1,0.826792
1861,0.0421995,0.941463,0.593599,0.3,1,0.550824
1862,0.0422222,0.93041,0.596692,0.305,1,0.138582
1863,0.0422449,0.918439,0.599504,0.31,1,0.920797
1864,0.0422676,0.905561,0.60007,0.315,1,0.72711
1865,0.0422902,0.89179,0.596702,0.32,1,0.599614
1866,0.0423129,0.877138,0.58816,0.325,1,0.404931
1867,0.0423356,0.861621,0.573779,0.33,1,0.121167
1868,0.0423583,0.845254,0.553523,0.335,1,0.0835678
1869,0.042381,0.828053,0.52798,0.34,1,0.44493
1870,0.0424036,0.810034,0.498288,0.345,1,0.572374
1871,0.0424263,0.791216,0.466007,0.35,1,0.257692
1872,0.042449,0.771618,0.432946,0.355,1,0.391168
1873,0.0424717,0.751258,0.400971,0.36,1,0.717534
1874,0.0424943,0.730156,0.371804,0.365,1,0.172668
1875,0.042517,0.708334,0.346843,0.37,1,0.892422
1876,0.0425397,0.685813,0.327022,0.375,1,0.683239
1877,0.0425624,0.662615,0.312717,0.38,1,0.0482598
1878,0.042585,0.638764,0.303709,0.385,1,0.992698
1879,0.0426077,0.614282,0.299221,0.39,1,0.0392911
1880,0.0426304,0.589194,0.298004,0.395,1,0.245255
1881,0.0426531,0.563524,0.298471,0.4,1,0.315153
1882,0.0426757,0.537298,0.298874,0.405,1,0.0802401
1883,0.0426984,0.510542,0.297489,0.41,1,0.487637
1884,0.0427211,0.483283,0.292797,0.415,1,0.568039
1885,0.0427438,0.455546,0.283646,0.42,1,0.976328
1886,0.0427664,0.42736,0.269368,0.425,1,0.639732
1887,0.0427891,0.398752,0.249846,0.43,1,0.263901
1888,0.0428118,0.36975,0.225526,0.435,1,0.433565
1889,0.0428345,0.340384,0.19736,0.44,1,0.770614
1890,0.0428571,0.310682,0.166709,0.445,1,0.685242
1891,0.0428798,0.280673,0.135188,0.45,1,0.0645335
1892,0.0429025,0.250387,0.104499,0.455,1,0.667629
1893,0.0429252,0.219855,0.076247,0.46,1,0.921668
1894,0.0429478,0.189105,0.05177,0.465,1,0.277789
1895,0.0429705,0.158168,0.0319978,0.47,1,0.843059
1896,0.0429932,0.127076,0.0173543,0.475,1,0.29212
1897,0.0430159,0.095858,0.00771352,0.48,1,0.570243
1898,0.0430385,0.0645455,0.00241454,0.485,1,0.678559
1899,0.0430612,0.0331693,0.000332702,0.49,1,0.361971
1900,0.0430839,0.00176042,5.00094e-08,0.495,1,0.936897
1901,0.0431066,-0.0296502,-0.000237906,0.5,0,0.387554
1902,0.0431293,-0.0610316,-0.00204576,0.505,0,0.657475
1903,0.0431519,-0.0923528,-0.00692067,0.51,0,0.115649
1904,0.0431746,-0.123583,-0.0160326,0.515,0,0.775721
1905,0.0431973,-0.154691,-0.0300989,0.52,0,0.598941
1906,0.04322,-0.185646,-0.0493074,0.525,0,0.670321
1907,0.0432426,-0.216419,-0.0732947,0.53,0,0.203104
1908,0.0432653,-0.246977,-0.101184,0.535,0,0.00977241
1909,0.043288,-0.277292,-0.131676,0.54,0,0.482243
1910,0.0433107,-0.307333,-0.163188,0.545,0,0.335867
1911,0.0433333,-0.337071,-0.194021,0.55,0,0.251031
1912,0.043356,-0.366477,-0.222538,0.555,0,0.741948
1913,0.0433787,-0.395521,-0.247346,0.56,0,0.0725025
1914,0.0434014,-0.424174,-0.267437,0.565,0,0.0694439
1915,0.043424,-0.452409,-0.282308,0.57,0,0.282468
1916,0.0434467,-0.480197,-0.29201,0.575,0,0.146951
1917,0.0434694,-0.507512,-0.297153,0.58,0,0.00726376
1918,0.0434921,-0.534325,-0.298838,0.585,0,0.592854
1919,0.0435147,-0.560612,-0.298552,0.59,0,0.699376
1920,0.0435374,-0.586345,-0.298004,0.595,0,0.747812
1921,0.0435601,-0.6115,-0.298949,0.6,0,0.782182
1922,0.0435828,-0.636051,-0.303001,0.605,0,0.0403559
1923,0.0436054,-0.659974,-0.311453,0.61,0,0.906791
1924,0.0436281,-0.683247,-0.325144,0.615,0,0.094199
1925,0.0436508,-0.705844,-0.344354,0.62,0,0.827467
1926,0.0436735,-0.727746,-0.368775,0.625,0,0.909547
1927,0.0436961,-0.748929,-0.397533,0.63,0,0.0198653
1928,0.0437188,-0.769373,-0.429275,0.635,0,0.542373
1929,0.0437415,-0.789058,-0.462305,0.64,0,0.939803
1930,0.0437642,-0.807965,-0.494767,0.645,0,0.747392
1931,0.0437868,-0.826074,-0.524833,0.65,0,0.735972
1932,0.0438095,-0.843367,-0.550907,0.655,0,0.539125
1933,0.0438322,-0.859829,-0.571796,0.66,0,0.513575
1934,0.0438549,-0.875442,-0.586845,0.665,0,0.445604
1935,0.0438776,-0.890191,-0.596019,0.67,0,0.461973
1936,0.0439002,-0.904062,-0.599916,0.675,0,0.917199
1937,0.0439229,-0.91704,-0.599714,0.68,0,0.7492
1938,0.0439456,-0.929114,-0.597059,0.685,0,0.53191
1939,0.0439683,-0.940271,-0.593896,0.69,0,0.792562
1940,0.0439909,-0.9505,-0.592266,0.695,0,0.385805
1941,0.0440136,-0.95979,-0.59409,0.7,0,0.827225
1942,0.0440363,-0.968134,-0.600961,0.705,0,0.211133
1943,0.044059,-0.975522,-0.613964,0.71,0,0.33721
1944,0.0440816,-0.981948,-0.633546,0.715,0,0.531222
1945,0.0441043,-0.987405,-0.659455,0.72,0,0.684666
1946,0.044127,-0.991887,-0.690749,0.725,0,0.670353
1947,0.0441497,-0.995391,-0.725875,0.73,0,0.0109057
1948,0.0441723,-0.997912,-0.762823,0.735,0,0.149063
1949,0.044195,-0.999448,-0.799329,0.74,0,0.217624
1950,0.0442177,-0.999998,-0.833106,0.745,0,0.662912
1951,0.0442404,-0.999562,-0.862095,0.75,0,0.908989
1952,0.044263,-0.998139,-0.884687,0.755,0,0.454414
1953,0.0442857,-0.995731,-0.899918,0.76,0,0.434399
1954,0.0443084,-0.99234,-0.907583,0.765,0,0.814792
1955,0.0443311,-0.98797,-0.908295,0.77,0,0.00182558
1956,0.0443537,-0.982625,-0.903441,0.775,0,0.130118
1957,0.0443764,-0.976311,-0.895063,0.78,0,0.358354
1958,0.0443991,-0.969033,-0.885666,0.785,0,0.728206
1959,0.0444218,-0.960798,-0.877964,0.79,0,0.653395
1960,0.0444444,-0.951616,-0.874601,0.795,0,0.573537
1961,0.0444671,-0.941495,-0.87786,0.8,0,0.389023
1962,0.0444898,-0.930444,-0.889409,0.805,0,0.119656
1963,0.0445125,-0.918475,-0.910091,0.81,0,0.982977
1964,0.0445351,-0.9056,-0.939796,0.815,0,0.38646
1965,0.0445578,-0.891832,-0.97743,0.82,0,0.00143805
1966,0.0445805,-0.877183,-1.02098,0.825,0,0.581509
1967,0.0446032,-0.861668,-1.06769,0.83,0,0.99622
1968,0.0446259,-0.845304,-1.1143,0.835,0,0.559208
1969,0.0446485,-0.828105,-1.15739,0.84,0,0.63305
1970,0.0446712,-0.810089,-1.19372,0.845,0,0.862988
1971,0.0446939,-0.791273,-1.22056,0.85,0,0.195098
1972,0.0447166,-0.771677,-1.23608,0.855,0,0.529108
1973,0.0447392,-0.751319,-1.23952,0.86,0,0.82225
1974,0.0447619,-0.730219,-1.23141,0.865,0,0.223505
1975,0.0447846,-0.7084,-1.21356,0.87,0,0.403599
1976,0.0448073,-0.685881,-1.18895,0.875,0,0.64649
1977,0.0448299,-0.662685,-1.16157,0.88,0,0.744619
1978,0.0448526,-0.638835,-1.13601,0.885,0,0.400545
1979,0.0448753,-0.614355,-1.11708,0.89,0,0.617055
1980,0.044898,-0.589268,-1.10928,0.895,0,0.44605
1981,0.0449206,-0.563601,-1.11639,0.9,0,0.846655
1982,0.0449433,-0.537376,-1.14092,0.905,0,0.785366
1983,0.044966,-0.510622,-1.18379,0.91,0,0.578433
1984,0.0449887,-0.483364,-1.24408,0.915,0,0.924321
1985,0.0450113,-0.455628,-1.31886,0.92,0,0.610777
1986,0.045034,-0.427444,-1.4033,0.925,0,0.840553
1987,0.0450567,-0.398837,-1.49087,0.93,0,0.787892
1988,0.0450794,-0.369837,-1.57369,0.935,0,0.828881
1989,0.045102,-0.340471,-1.64313,0.94,0,0.225106
1990,0.0451247,-0.31077,-1.69034,0.945,0,0.862991
1991,0.0451474,-0.280762,-1.70695,0.95,0,0.971724
1992,0.0451701,-0.250477,-1.68575,0.955,0,0.919211
1993,0.0451927,-0.219945,-1.62126,0.96,0,0.65052
1994,0.0452154,-0.189196,-1.51026,0.965,0,0.491815
1995,0.0452381,-0.15826,-1.35213,0.97,0,0.234232
1996,0.0452608,-0.127168,-1.149,0.975,0,0.58934
1997,0.0452834,-0.0959502,-0.905737,0.98,0,0.157136
1998,0.0453061,-0.064638,-0.629703,0.985,0,0.860131
1999,0.0453288,-0.0332619,-0.330327,0.99,0,0.488576
2000,0.0453515,-0.00185307,-0.0185303,0.995,0,0.0168891
